date,temp_high,temp_low,weather,wind_direction,wind_power,aqi,aqiInfo,aqiLevel
2011-02-25,4℃,-2℃,多云,东北风~东风,3-4级
2011-02-26,5℃,0℃,多云~小到中雨,东风~东北风,3-4级~5-6级
2011-02-27,2℃,-3℃,雨夹雪~阴,东北风~北风,6-7级~5-6级
2011-02-28,-1℃,-5℃,多云,北风,4-5级~5-6级
2011-03-01,2℃,-4℃,多云~晴,西北风~北风,5-6级~4-5级
2011-03-02,2℃,-3℃,多云,西北风~西南风,3-4级
2011-03-03,3℃,-3℃,晴~多云,西北风~西风,4-5级~3-4级
2011-03-04,6℃,-1℃,晴,西南风,3-4级~4-5级
2011-03-05,10℃,1℃,多云,西南风~西北风,3-4级~4-5级
2011-03-06,6℃,-1℃,多云~晴,北风~西北风,4-5级
2011-03-07,6℃,-1℃,多云,西北风,3-4级
2011-03-08,7℃,0℃,晴~多云,西北风,4-5级
2011-03-09,6℃,-1℃,晴~多云,西风~西北风,4-5级
2011-03-10,8℃,1℃,晴,西北风~西风,4-5级~3-4级
2011-03-11,14℃,6℃,晴,西南风~南风,4-5级~5-6级
2011-03-12,20℃,8℃,晴,西南风,5-6级
2011-03-13,19℃,2℃,晴~阴,西南风~东北风,4-5级~6-7级
2011-03-14,4℃,-2℃,多云,西北风~北风,4-5级~3-4级
2011-03-15,4℃,-2℃,多云~晴,西北风,5-6级~4-5级
2011-03-16,6℃,-1℃,晴,西北风~西南风,3-4级~4-5级
2011-03-17,13℃,2℃,晴,南风~西南风,4-5级~5-6级
2011-03-18,17℃,2℃,晴~多云,南风~北风,5-6级~4-5级
2011-03-19,11℃,4℃,多云~小雨,东北风~东南风,3-4级
2011-03-20,12℃,5℃,多云,北风,3-4级~4-5级
2011-03-21,7℃,-2℃,多云,北风~西北风,4-5级
2011-03-22,7℃,0℃,晴~多云,西风,3-4级~4-5级
2011-03-23,9℃,2℃,晴~多云,西风~东南风,3-4级
2011-03-24,8℃,0℃,多云~晴,西北风,5-6级~3-4级
2011-03-25,9℃,1℃,晴,西北风~南风,3-4级
2011-03-26,10℃,3℃,晴,南风~西北风,4-5级~3-4级
2011-03-27,12℃,2℃,多云~晴,西北风,3-4级
2011-03-28,10℃,1℃,阴~晴,北风~西北风,3-4级
2011-03-29,13℃,4℃,晴,西风~西南风,3-4级
2011-03-30,17℃,7℃,多云,南风~西南风,3-4级
2011-03-31,21℃,6℃,晴~多云,西南风~南风,4-5级
2011-04-01,9℃,2℃,多云~阴,东北风,5-6级
2011-04-02,9℃,1℃,多云,北风,4-5级~3-4级
2011-04-03,11℃,3℃,多云~晴,北风,3-4级
2011-04-04,15℃,6℃,晴,西风~西南风,3-4级
2011-04-05,17℃,8℃,晴,南风,4-5级~5-6级
2011-04-06,16℃,7℃,多云,南风,4-5级
2011-04-07,15℃,6℃,多云~晴,西南风~北风,4-5级~3-4级
2011-04-08,15℃,8℃,晴~多云,北风~西南风,3-4级~4-5级
2011-04-09,20℃,7℃,晴~多云,南风~东北风,4-5级~5-6级
2011-04-10,12℃,4℃,多云~晴,东北风~西北风,4-5级~3-4级
2011-04-11,14℃,7℃,晴,西风~西南风,3-4级~4-5级
2011-04-12,22℃,10℃,晴,西南风,4-5级
2011-04-13,22℃,11℃,晴~多云,南风,3-4级~4-5级
2011-04-14,21℃,10℃,阴~多云,南风~北风,4-5级
2011-04-15,16℃,6℃,多云~晴,东北风~北风,4-5级~3-4级
2011-04-16,18℃,8℃,晴~多云,北风~西南风,3-4级~5-6级
2011-04-17,17℃,5℃,雷阵雨~多云,南风~西北风,5-6级
2011-04-18,11℃,5℃,多云~晴,西北风,5-6级~4-5级
2011-04-19,14℃,8℃,晴,西北风~西南风,4-5级
2011-04-20,24℃,12℃,晴~多云,西南风,5-6级~4-5级
2011-04-21,16℃,6℃,小雨~阵雨,南风~北风,5-6级~4-5级
2011-04-22,13℃,6℃,多云~阴,西北风,4-5级~3-4级
2011-04-23,17℃,8℃,阵雨~多云,西北风,3-4级
2011-04-24,16℃,8℃,晴,西北风~南风,4-5级~3-4级
2011-04-25,19℃,8℃,阵雨,南风~北风,4-5级~3-4级
2011-04-26,15℃,6℃,多云~阴,东风~北风,4-5级
2011-04-27,14℃,7℃,晴,西北风,4-5级~3-4级
2011-04-28,17℃,8℃,晴~多云,南风,3-4级~5-6级
2011-04-29,23℃,12℃,多云~小到中雨,南风~西北风,5-6级
2011-04-30,19℃,9℃,多云~晴,西风~西北风,4-5级
2011-05-01,17℃,11℃,浮尘~晴,西北风~西风,5-6级~4-5级
2011-05-02,22℃,12℃,多云,西南风~北风,3-4级~4-5级
2011-05-03,20℃,12℃,晴,西北风~东南风,3-4级
2011-05-04,20℃,13℃,多云,南风~东南风,4-5级~5-6级
2011-05-05,21℃,11℃,多云~小雨,东南风~南风,6-7级~5-6级
2011-05-06,18℃,12℃,多云,南风~西风,5-6级~4-5级
2011-05-07,23℃,13℃,晴~多云,北风~东南风,3-4级~4-5级
2011-05-08,20℃,12℃,阵雨~小到中雨,东南风,4-5级
2011-05-09,19℃,12℃,阵雨~中雨,北风~东北风,3-4级
2011-05-10,18℃,11℃,小雨~阵雨,东北风~北风,3-4级
2011-05-11,19℃,11℃,多云~晴,北风~西风,3-4级~4-5级
2011-05-12,20℃,11℃,多云~晴,北风~西风,3-4级~4-5级
2011-05-13,24℃,16℃,晴~多云,西风~西北风,5-6级~4-5级
2011-05-14,25℃,15℃,晴,西风~西南风,4-5级
2011-05-15,24℃,14℃,晴~多云,西南风~东北风,3-4级
2011-05-16,23℃,16℃,多云~晴,北风~南风,3-4级~4-5级
2011-05-17,26℃,18℃,晴~多云,南风,5-6级~6-7级
2011-05-18,26℃,16℃,雷阵雨~小雨,南风~北风,5-6级~4-5级
2011-05-19,20℃,13℃,多云,北风~东北风,3-4级
2011-05-20,19℃,13℃,小雨~阴,北风,3-4级
2011-05-21,20℃,13℃,阵雨~多云,北风~西南风,3-4级~4-5级
2011-05-22,21℃,13℃,多云~晴,南风~西南风,3-4级~4-5级
2011-05-23,24℃,13℃,晴,西南风,4-5级~3-4级
2011-05-24,24℃,15℃,晴~多云,南风~东南风,3-4级
2011-05-25,24℃,16℃,多云~阴,东南风,3-4级
2011-05-26,25℃,16℃,多云~晴,东南风,4-5级~3-4级
2011-05-27,26℃,16℃,晴,南风,3-4级~4-5级
2011-05-28,26℃,17℃,晴,南风,3-4级
2011-05-29,31℃,18℃,晴~多云,西南风~南风,3-4级
2011-05-30,28℃,18℃,多云~雷阵雨,西南风~西北风,4-5级
2011-05-31,25℃,17℃,多云,西南风~西北风,4-5级~3-4级
2011-06-01,27℃,17℃,晴,北风~南风,3-4级~4-5级
2011-06-02,30℃,19℃,晴~多云,南风,4-5级~6-7级
2011-06-03,30℃,17℃,多云,南风~东北风,5-6级~3-4级
2011-06-04,25℃,16℃,晴~多云,东风~东南风,3-4级
2011-06-05,27℃,17℃,多云,东南风~西南风,3-4级
2011-06-06,30℃,19℃,多云,南风,4-5级
2011-06-07,30℃,19℃,雷阵雨~多云,南风,3-4级~4-5级
2011-06-08,31℃,15℃,雷阵雨~多云,南风~北风,4-5级
2011-06-09,25℃,16℃,雾~多云,东北风~南风,3-4级~4-5级
2011-06-10,26℃,18℃,多云,南风~东南风,3-4级
2011-06-11,26℃,17℃,多云~阵雨,东南风~南风,3-4级~4-5级
2011-06-12,26℃,16℃,多云~晴,西北风~北风,3-4级
2011-06-13,26℃,17℃,晴,北风~南风,3-4级
2011-06-14,30℃,19℃,晴,南风,3-4级~4-5级
2011-06-15,29℃,17℃,晴~多云,南风~东南风,4-5级
2011-06-16,26℃,17℃,晴~多云,东南风~东风,3-4级
2011-06-17,24℃,18℃,阵雨~多云,东南风,3-4级
2011-06-18,23℃,17℃,多云~晴,东北风~东南风,3-4级
2011-06-19,26℃,18℃,晴,东风~南风,3-4级~4-5级
2011-06-20,28℃,20℃,晴,南风~西南风,3-4级~4-5级
2011-06-21,31℃,20℃,晴~多云,南风,4-5级~3-4级
2011-06-22,30℃,18℃,小雨~中到大雨,南风~东南风,5-6级~4-5级
2011-06-23,23℃,17℃,小雨~多云,东北风,4-5级
2011-06-24,25℃,17℃,多云,东北风,3-4级
2011-06-25,22℃,16℃,小雨~暴雨,东北风,4-5级~6-7级
2011-06-26,19℃,16℃,大到暴雨~小雨,东北风,7-8级~4-5级
2011-06-27,22℃,18℃,阴~晴,西北风~南风,5-6级~3-4级
2011-06-28,26℃,19℃,小雨,南风~东南风,3-4级
2011-06-29,27℃,21℃,多云~晴,东南风,3-4级
2011-06-30,29℃,22℃,多云~晴,东南风~南风,4-5级~3-4级
2011-07-01,30℃,22℃,多云~小雨,东南风,3-4级
2011-07-02,28℃,19℃,小到中雨~大到暴雨,东南风~东北风,4-5级
2011-07-03,24℃,19℃,中雨~多云,东北风~西北风,4-5级
2011-07-04,30℃,21℃,晴,西北风~西南风,3-4级
2011-07-05,32℃,22℃,晴~多云,南风,4-5级~3-4级
2011-07-06,29℃,19℃,多云~小雨,南风~东南风,4-5级
2011-07-07,25℃,21℃,阵雨~雷阵雨,东南风,3-4级
2011-07-08,30℃,22℃,晴~多云,南风,3-4级
2011-07-09,29℃,21℃,晴,南风~东南风,3-4级
2011-07-10,30℃,22℃,雾~阴,东南风,3-4级~4-5级
2011-07-11,27℃,21℃,多云~小雨,东南风~东风,3-4级
2011-07-12,26℃,20℃,中雨,东南风~东北风,3-4级~4-5级
2011-07-13,25℃,20℃,多云~阴,东北风~东南风,3-4级
2011-07-14,26℃,20℃,多云~小雨,东南风,3-4级
2011-07-15,27℃,20℃,晴~多云,南风~东南风,3-4级
2011-07-16,28℃,20℃,多云,东南风,3-4级
2011-07-17,25℃,20℃,阴~小到中雨,东风~东南风,3-4级
2011-07-18,24℃,20℃,小到中雨~小雨,东南风~东北风,3-4级
2011-07-19,26℃,21℃,晴~多云,东北风~东风,3-4级
2011-07-20,27℃,21℃,阵雨~雷阵雨,东北风~东南风,3-4级
2011-07-21,27℃,22℃,多云,东南风~南风,3-4级
2011-07-22,30℃,23℃,多云,南风,3-4级
2011-07-23,31℃,25℃,多云,南风,3-4级
2011-07-24,31℃,24℃,多云~阴,南风,3-4级~4-5级
2011-07-25,27℃,22℃,雷阵雨~中到大雨,东南风,5-6级
2011-07-26,30℃,24℃,多云~晴,南风,3-4级
2011-07-27,30℃,23℃,雷阵雨~阵雨,南风~北风,3-4级~4-5级
2011-07-28,29℃,23℃,多云,北风~南风,3-4级
2011-07-29,31℃,23℃,多云~阴,南风~东南风,3-4级
2011-07-30,26℃,21℃,多云~大到暴雨,东南风~西北风,4-5级~5-6级
2011-07-31,28℃,21℃,多云~晴,西北风~北风,3-4级
2011-08-01,27℃,22℃,雾~多云,东北风~东风,3-4级
2011-08-02,27℃,21℃,多云~小雨,东风~东南风,3-4级
2011-08-03,25℃,21℃,小到中雨~阵雨,东南风~南风,3-4级
2011-08-04,28℃,22℃,多云~晴,东北风~东风,3-4级
2011-08-05,28℃,22℃,多云~阴,东南风,3-4级
2011-08-06,26℃,22℃,多云~小雨,东南风~东风,3-4级
2011-08-07,26℃,20℃,小雨~暴雨,东风~东北风,4-5级~7-8级
2011-08-08,24℃,22℃,大雨~小雨,东北风~西南风,7-8级~4-5级
2011-08-09,31℃,24℃,多云,西南风,3-4级
2011-08-10,33℃,25℃,晴~多云,南风,3-4级
2011-08-11,29℃,22℃,多云~雷阵雨,东南风,3-4级
2011-08-12,27℃,22℃,小到中雨~阵雨,东南风~东风,3-4级
2011-08-13,27℃,22℃,阴~多云,东北风~南风,3-4级
2011-08-14,29℃,24℃,晴~多云,东南风~南风,3-4级
2011-08-15,29℃,22℃,多云~雷阵雨,东南风~南风,3-4级~4-5级
2011-08-16,28℃,21℃,小到中雨~小雨,北风,4-5级
2011-08-17,27℃,21℃,多云~阴,北风,4-5级~3-4级
2011-08-18,27℃,20℃,多云~小雨,北风,3-4级
2011-08-19,27℃,20℃,多云~小雨,北风,3-4级
2011-08-20,25℃,20℃,多云,西北风,3-4级
2011-08-21,27℃,20℃,晴~多云,西北风~西南风,3-4级
2011-08-22,28℃,20℃,晴,东北风,3-4级
2011-08-23,27℃,20℃,晴,东北风,3-4级
2011-08-24,27℃,20℃,晴,东北风~东风,3-4级
2011-08-25,27℃,20℃,晴~多云,东风,3-4级
2011-08-26,27℃,20℃,多云~小雨,东风~东南风,3-4级
2011-08-27,25℃,20℃,小雨~中到大雨,东南风,3-4级~5-6级
2011-08-28,25℃,23℃,中雨~小雨,南风,3-4级
2011-08-29,26℃,23℃,小到中雨~阵雨,南风,3-4级
2011-08-30,28℃,22℃,多云~晴,西南风,3-4级
2011-08-31,29℃,22℃,晴~阴,南风~北风,3-4级~4-5级
2011-09-01,26℃,20℃,阵雨~多云,东北风,4-5级
2011-09-02,26℃,20℃,晴,北风,3-4级
2011-09-03,27℃,20℃,晴~多云,东北风,4-5级~3-4级
2011-09-04,25℃,20℃,多云~晴,北风,3-4级~4-5级
2011-09-05,25℃,19℃,多云~晴,北风,4-5级
2011-09-06,26℃,20℃,晴,北风~西风,3-4级
2011-09-07,25℃,19℃,多云~阴,西南风,3-4级
2011-09-08,24℃,19℃,阵雨~多云,北风~东北风,3-4级
2011-09-09,25℃,18℃,阴~多云,北风~东北风,3-4级
2011-09-10,25℃,18℃,多云~阴,东北风,3-4级
2011-09-11,24℃,18℃,多云~小雨,东北风~北风,3-4级
2011-09-12,23℃,18℃,小雨~多云,南风,3-4级
2011-09-13,23℃,18℃,小雨~中雨,南风,3-4级
2011-09-14,23℃,18℃,中到大雨~中雨,东南风~西北风,4-5级~3-4级
2011-09-15,23℃,20℃,中雨~小雨,东北风,3-4级
2011-09-16,24℃,16℃,雷阵雨~多云,北风~东北风,4-5级~5-6级
2011-09-17,20℃,16℃,多云,东北风~北风,6-7级
2011-09-18,19℃,14℃,多云,北风~东北风,6-7级~5-6级
2011-09-19,19℃,15℃,多云~晴,东北风,4-5级~3-4级
2011-09-20,19℃,15℃,多云~晴,东北风,4-5级~3-4级
2011-09-21,22℃,16℃,晴,北风~西北风,3-4级
2011-09-22,23℃,14℃,晴,西北风~东北风,3-4级
2011-09-23,25℃,17℃,多云~晴,东北风~南风,3-4级
2011-09-24,26℃,16℃,晴,南风~西南风,3-4级~4-5级
2011-09-25,26℃,16℃,晴,南风,3-4级
2011-09-26,25℃,16℃,晴,南风~东南风,3-4级
2011-09-27,24℃,15℃,晴~多云,东南风,3-4级
2011-09-28,23℃,16℃,多云~小雨,南风~西南风,3-4级
2011-09-29,20℃,12℃,阴~多云,北风,3-4级~4-5级
2011-09-30,18℃,12℃,多云~晴,北风,4-5级
2011-10-01,16℃,12℃,多云,西北风~北风,3-4级~4-5级
2011-10-02,18℃,9℃,多云~晴,北风~西北风,4-5级
2011-10-03,19℃,13℃,晴~多云,西北风~西风,3-4级
2011-10-04,20℃,13℃,多云~晴,西南风,3-4级~4-5级
2011-10-05,21℃,13℃,阴~多云,西南风~北风,3-4级~4-5级
2011-10-06,20℃,12℃,多云~晴,北风,4-5级~3-4级
2011-10-07,20℃,13℃,晴,南风,3-4级
2011-10-08,23℃,15℃,晴~多云,南风~西南风,5-6级~4-5级
2011-10-09,24℃,15℃,多云~雾,南风~东北风,4-5级~3-4级
2011-10-10,21℃,14℃,多云,东北风,3-4级
2011-10-11,20℃,15℃,晴~多云,北风~南风,3-4级
2011-10-12,18℃,13℃,阴~多云,西南风,3-4级
2011-10-13,20℃,14℃,多云~小雨,南风,4-5级~3-4级
2011-10-14,20℃,13℃,多云~晴,西南风~西风,3-4级
2011-10-15,18℃,13℃,多云~晴,西南风~西北风,4-5级~5-6级
2011-10-16,19℃,9℃,多云~晴,西北风~北风,5-6级~4-5级
2011-10-17,17℃,10℃,晴,东北风~南风,4-5级~3-4级
2011-10-18,19℃,11℃,晴,东北风~南风,4-5级~3-4级
2011-10-19,21℃,12℃,晴~多云,南风,4-5级~3-4级
2011-10-20,20℃,12℃,多云,东南风,3-4级
2011-10-21,20℃,13℃,多云~晴,南风~北风,3-4级
2011-10-22,20℃,14℃,雾~多云,西北风~西南风,3-4级
2011-10-23,18℃,9℃,多云~小雨,南风~北风,3-4级~5-6级
2011-10-24,11℃,6℃,阴~晴,北风,6-7级~5-6级
2011-10-25,13℃,7℃,晴,北风~西风,3-4级
2011-10-26,15℃,9℃,多云~阴,南风~西南风,3-4级
2011-10-27,16℃,11℃,阵雨~多云,西南风,3-4级
2011-10-28,17℃,11℃,晴~多云,西风~西南风,3-4级
2011-10-29,17℃,10℃,多云,南风,3-4级
2011-10-30,20℃,12℃,晴,西南风,3-4级~4-5级
2011-10-31,19℃,12℃,晴~多云,南风~东南风,3-4级
2011-11-01,19℃,12℃,晴~雾,东南风~东北风,3-4级
2011-11-02,18℃,13℃,多云,东北风,3-4级
2011-11-03,16℃,11℃,多云~小雨,东风~东南风,3-4级
2011-11-04,15℃,10℃,中雨~小雨,东南风~东北风,3-4级~5-6级
2011-11-05,14℃,8℃,阵雨~多云,东北风,5-6级
2011-11-06,15℃,10℃,多云,北风,4-5级~3-4级
2011-11-07,14℃,8℃,多云~阴,北风,4-5级
2011-11-08,13℃,8℃,多云,北风,4-5级
2011-11-09,13℃,9℃,多云~小雨,北风,4-5级~3-4级
2011-11-10,13℃,8℃,小雨~多云,西风~西北风,3-4级
2011-11-11,16℃,9℃,晴~多云,西风~西南风,3-4级
2011-11-12,13℃,4℃,多云,西南风~西北风,3-4级~5-6级
2011-11-13,12℃,6℃,晴~多云,西北风~北风,4-5级~3-4级
2011-11-14,14℃,7℃,晴~多云,南风~东北风,3-4级~4-5级
2011-11-15,14℃,10℃,多云,南风~西南风,3-4级
2011-11-16,16℃,11℃,多云~小雨,南风~东南风,3-4级~4-5级
2011-11-17,15℃,12℃,小到中雨~小雨,东南风~西北风,4-5级
2011-11-18,16℃,6℃,小雨~多云,北风,6-7级~5-6级
2011-11-19,8℃,3℃,多云,北风~西北风,6-7级~4-5级
2011-11-20,7℃,2℃,多云~晴,西北风~西风,4-5级~3-4级
2011-11-21,11℃,4℃,晴,西南风,3-4级
2011-11-22,13℃,2℃,小雨~雨夹雪,西南风~西北风,4-5级~6-7级
2011-11-23,4℃,0℃,阵雪~多云,西北风~西风,6-7级~3-4级
2011-11-24,7℃,3℃,多云~晴,南风~东北风,3-4级
2011-11-25,9℃,6℃,多云~晴,东北风~东南风,3-4级
2011-11-26,15℃,7℃,阴~多云,西南风~北风,3-4级
2011-11-27,14℃,8℃,多云,北风~东北风,3-4级~4-5级
2011-11-28,13℃,6℃,多云~小雨,东北风,4-5级~5-6级
2011-11-29,6℃,1℃,小雨~雨夹雪,东北风,5-6级
2011-11-30,4℃,0℃,多云,东北风~北风,6-7级~5-6级
2011-12-01,6℃,0℃,多云~晴,北风~东北风,4-5级~3-4级
2011-12-02,5℃,0℃,小雨~雨夹雪,北风,3-4级~4-5级
2011-12-03,6℃,0℃,小雨~晴,北风~西北风,4-5级~3-4级
2011-12-04,7℃,3℃,多云,北风~东北风,3-4级
2011-12-05,6℃,3℃,阴~小雨,东风~东南风,3-4级
2011-12-06,7℃,3℃,小雨~雨夹雪,东风~东北风,3-4级~4-5级
2011-12-07,6℃,-2℃,小到中雨~小雪,东北风~北风,3-4级~4-5级
2011-12-08,1℃,-4℃,小到中雪,东北风~北风,6-7级
2011-12-09,0℃,-3℃,小到中雪~小雪,北风,4-5级~3-4级
2011-12-10,3℃,-2℃,阵雪~晴,西北风,4-5级
2011-12-11,6℃,0℃,晴~多云,西北风~北风,4-5级
2011-12-12,7℃,3℃,晴~多云,北风~南风,3-4级
2011-12-13,8℃,1℃,多云~阴,南风~北风,3-4级~4-5级
2011-12-14,4℃,-3℃,多云~阴,西北风,5-6级
2011-12-15,0℃,-4℃,小雪~小到中雪,西北风,4-5级~5-6级
2011-12-16,0℃,-3℃,小雪~多云,西北风,4-5级~3-4级
2011-12-17,3℃,-2℃,多云~晴,西风~西北风,4-5级~3-4级
2011-12-18,4℃,-3℃,晴,西北风,3-4级
2011-12-19,5℃,-1℃,多云~晴,西南风~西风,3-4级
2011-12-20,6℃,0℃,晴~多云,西北风,3-4级~4-5级
2011-12-21,2℃,-4℃,多云~小雪,西北风,4-5级~5-6级
2011-12-22,1℃,-4℃,小雪~晴,北风~西北风,4-5级~3-4级
2011-12-23,2℃,-4℃,多云~小雪,西南风~西北风,3-4级~4-5级
2011-12-24,1℃,-4℃,小雪,西北风,4-5级~3-4级
2011-12-25,1℃,-4℃,小雪,西北风,4-5级~3-4级
2011-12-26,4℃,-3℃,晴,东北风~西南风,3-4级
2011-12-27,6℃,-1℃,晴~多云,西南风~西风,3-4级
2011-12-28,6℃,-3℃,多云,西风~北风,4-5级
2011-12-29,0℃,-4℃,多云~晴,东北风~北风,5-6级~3-4级
2011-12-30,3℃,-2℃,晴,北风~西南风,3-4级
2011-12-31,3℃,-2℃,阴~多云,西南风~北风,3-4级~4-5级
2012-01-01,0℃,-4℃,小雪~多云,北风,4-5级~3-4级
2012-01-02,0℃,-5℃,多云~小雪,西南风~北风,3-4级~4-5级
2012-01-03,-1℃,-5℃,中雪,西北风,5-6级
2012-01-04,-1℃,-7℃,小雪~多云,西北风~西风,5-6级~3-4级
2012-01-05,1℃,-5℃,晴,西风~西北风,3-4级
2012-01-06,1℃,-5℃,晴,西风~西北风,3-4级
2012-01-07,1℃,-3℃,晴~多云,北风~西南风,3-4级
2012-01-08,1℃,-4℃,多云~晴,西南风~西北风,3-4级
2012-01-09,3℃,-2℃,晴~多云,西北风,3-4级
2012-01-10,3℃,-5℃,多云~小雪,北风,3-4级~5-6级
2012-01-11,1℃,-5℃,小雪~多云,北风~西南风,4-5级
2012-01-12,3℃,-7℃,晴~多云,西南风~北风,4-5级~3-4级
2012-01-13,4℃,-2℃,晴~多云,西北风,3-4级
2012-01-14,4℃,-2℃,多云~晴,北风~东北风,3-4级
2012-01-16,5℃,-3℃,晴~多云,东南风~南风,3-4级
2012-01-17,4℃,-2℃,多云,西南风~北风,3-4级
2012-01-18,4℃,0℃,雾~多云,东北风,3-4级
2012-01-19,3℃,-1℃,多云,东北风,3-4级~4-5级
2012-01-20,1℃,-6℃,多云~阴,东北风,5-6级~6-7级
2012-01-21,-5℃,-8℃,阴~小雪,北风,6-7级~5-6级
2012-01-22,-5℃,-10℃,小到中雪~中雪,北风~西北风,4-5级
2012-01-23,-5℃,-9℃,阵雪~晴,西北风,4-5级~3-4级
2012-01-24,-3℃,-8℃,小雪,西北风,5-6级~4-5级
2012-01-25,2℃,-7℃,晴,西南风~西北风,4-5级~3-4级
2012-01-26,4℃,-3℃,晴~多云,西南风~东北风,3-4级
2012-01-27,3℃,-3℃,晴~多云,东北风,3-4级
2012-01-28,1℃,-5℃,多云~小雪,东风~北风,3-4级~4-5级
2012-01-29,-1℃,-7℃,小雪~多云,东北风,4-5级~3-4级
2012-01-30,0℃,-5℃,多云~小雪,东南风~西北风,3-4级
2012-01-31,0℃,-8℃,小雪~小到中雪,北风,5-6级~6-7级
2012-02-01,-6℃,-11℃,阵雪,北风,5-6级
2012-02-02,-5℃,-9℃,小雪~多云,西北风,4-5级
2012-02-03,0℃,-6℃,多云,西风~西北风,4-5级~3-4级
2012-02-04,3℃,-3℃,晴~多云,北风~南风,3-4级
2012-02-05,3℃,-4℃,多云,西南风~西北风,3-4级
2012-02-06,2℃,-10℃,阴~小雪,西北风~北风,3-4级~6-7级
2012-02-07,-5℃,-10℃,小雪,西北风,5-6级
2012-02-08,-4℃,-8℃,多云,西北风,5-6级
2012-02-09,1℃,-6℃,多云,西北风~东北风,3-4级~4-5级
2012-02-10,1℃,-3℃,多云,东北风~西南风,4-5级~3-4级
2012-02-11,3℃,-5℃,晴~多云,南风~东南风,3-4级
2012-02-12,6℃,-1℃,多云,南风,3-4级
2012-02-13,6℃,1℃,阴~多云,南风~北风,3-4级
2012-02-14,4℃,-5℃,阴~多云,北风~东北风,4-5级
2012-02-15,2℃,-5℃,多云~晴,东北风~西北风,3-4级
2012-02-16,-1℃,-7℃,晴~多云,西北风,4-5级~5-6级
2012-02-17,-2℃,-7℃,阵雪,西北风,4-5级
2012-02-18,4℃,-5℃,阴~多云,北风~东北风,4-5级
2012-02-19,5℃,-4℃,晴,西风~西南风,4-5级~3-4级
2012-02-20,4℃,-5℃,阴~多云,北风~东北风,4-5级
2012-02-21,10℃,2℃,多云,南风,3-4级
2012-02-22,8℃,-2℃,多云,东南风~北风,3-4级~6-7级
2012-02-23,1℃,-4℃,多云~晴,东北风~北风,5-6级~4-5级
2012-02-24,3℃,-3℃,晴~多云,西北风~北风,3-4级~5-6级
